parent_sked,parent_sked_part,in_a_group,db_table,ordering,db_name,xpath,irs_type,db_type,line_number,description,version_start,version_end
IRS990PF,pf_part_xi,False,pf_part_xi,429,TxBsdOnInvstmntIncmAmt,/IRS990PF/DistributableAmountGrp/TaxBasedOnInvestmentIncomeAmt,USAmountNNType,BigInteger,Part XI Line 2a,Tax Based on Investment Income,2013,
IRS990PF,pf_part_xi,False,pf_part_xi,213,TtlTxAmt,/IRS990PF/DistributableAmountGrp/TotalTaxAmt,USAmountNNType,BigInteger,Part XI Line 2c,Total Tax (add lines 2a and 2b),2013,
IRS990PF,pf_part_vi,False,pf_part_vi,788,AppldTESTxAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/AppliedToESTaxAmt,USAmountNNType,BigInteger,Part VI Line 11,Amount Credited to Next Year,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,167,AppldTEsTxAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/AppliedToEsTaxAmt,USAmountNNType,BigInteger,Part VI Line 6c,Tax Paid with Extension,2013,2016
IRS990PF,pf_part_vi,False,pf_part_vi,287,BckpWthhldngWthhldAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/BackupWithholdingWithheldAmt,USAmountNNType,BigInteger,Part VI Line 6d,Backup Withholding Erroneously Withheld,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,337,DmstcOrgMtngSct4940Ind,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/DomesticOrgMeetingSect4940eInd,CheckboxType,String(length=1),Part VI Line 1b,Domestic Organizations Meeting Section 4940(e) Requirements,2013,2019
IRS990PF,pf_part_vi,False,pf_part_vi,142,EsPnltyAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/EsPenaltyAmt,USAmountNNType,BigInteger,Part VI Line 8,Penalty for Underpayment,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,705,EstmtdPlsOvpmtIncmTxAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/EstimatedPlusOvpmtIncmTxAmt,USAmountNNType,BigInteger,Part VI Line 6a,Estimated Tax Payments and Overpayment Credited,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,48,ExmptFrgnOrgTxWthldAtSrcAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/ExemptFrgnOrgTaxWthldAtSrceAmt,USAmountNNType,BigInteger,Part VI Line 6b,Exempt foreign organizations - tax withheld at source,2020,
IRS990PF,pf_part_vi,False,pf_part_vi,73,ExmptOprtngFndtnsInd,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/ExemptOperatingFoundationsInd,CheckboxType,String(length=1),Part VI Line 1a,Exempt Operating Foundations,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,501,AppldTEsTxAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/ExtsnRequestIncomeTaxPaidAmt,USAmountNNType,BigInteger,Part VI Line 6c,Tax Paid with Extension,2017,
IRS990PF,pf_part_vi,False,pf_part_vi,765,Frm2220AttchdInd,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/Form2220AttachedInd,,Text,Part VI Line 8,Indicates Form 2220 is attached,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,303,InvstmntIncmExcsTxAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/InvestmentIncomeExciseTaxAmt,USAmountNNType,BigInteger,Part VI Line 1,Investment Income Excise Tax - amount,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,489,NtApplcblCd,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/NotApplicableCd,,Text,Part VI Line 1,"Investment Income Excise Tax - ""N/A""",2013,
IRS990PF,pf_part_vi,False,pf_part_vi,118,OrgnlRtrnOvrpymntAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/OriginalReturnOverpaymentAmt,USAmountNegType,BigInteger,Part VI Line 7 Orig Return Overpayment,Original Return Overpayment,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,16,OrgnlRtrnTxPdAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/OriginalReturnTaxPaidAmt,USAmountNNType,BigInteger,Part VI Line 7 Tax Paid with Orig Return,Tax Paid with the Original Return,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,495,OvrpymntAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/OverpaymentAmt,USAmountNNType,BigInteger,Part VI Line 10,Overpayment,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,557,RfndAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/RefundAmt,USAmountNNType,BigInteger,Part VI Line 11,Amount to be refunded,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,424,RlngLttrDt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/RulingLetterDt,DateType,String(length=31),Part VI Line 1a,Date of Ruling Letter,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,71,SbttlATxAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/SubtitleATaxAmt,USAmountNNType,BigInteger,Part VI Line 4,Subtitle A Tax,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,166,SbttlAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/SubtotalAmt,USAmountNNType,BigInteger,Part VI Line 3,Subtotal (add lines 1 and 2),2013,
IRS990PF,pf_part_vi,False,pf_part_vi,26,TxBsdOnInvstmntIncmAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/TaxBasedOnInvestmentIncomeAmt,USAmountNNType,BigInteger,Part VI Line 5,Tax Based on Investment Income,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,161,TxDAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/TaxDueAmt,USAmountNNType,BigInteger,Part VI Line 9,Tax Due,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,19,TxUndrSctn511Amt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/TaxUnderSection511Amt,,Text,Part VI Line 2,Tax Under Section 511,2013,
IRS990PF,pf_part_vi,False,pf_part_vi,422,TtlPymntsAndCrdtsAmt,/IRS990PF/ExciseTaxBasedOnInvstIncmGrp/TotalPaymentsAndCreditsAmt,USAmountNNType,BigInteger,Part VI Line 7,Total Credits and Payments,2013,
IRS990PF,pf_part_0,False,pf_part_0,482,FMVAsstsEOYAmt,/IRS990PF/FMVAssetsEOYAmt,USAmountType,BigInteger,I,Fair market value of all assets at end of year,2013,
IRS990PF,pf_part_0,False,pf_part_0,639,FnlRtrnInd,/IRS990PF/FinalReturnInd,CheckboxType,String(length=1),G,Final return,2013,
IRS990PF,pf_part_0,False,pf_part_0,253,FrgnOrgMtng85PctTstInd,/IRS990PF/ForeignOrgMeeting85PctTestInd,CheckboxType,String(length=1),D2,Indicates this return is for a foreign organization meeting 85% test,2020,
IRS990PF,pf_part_0,False,pf_part_0,259,FrgnOrgnztnInd,/IRS990PF/ForeignOrganizationInd,CheckboxType,String(length=1),D1,Indicates this return is for a foreign organization,2020,
IRS990PF,pf_part_ii,False,pf_part_ii,438,AccntsPyblBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/AccountsPayableBOYAmt,USAmountType,BigInteger,Part II Line 17(a),Accounts Payable - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,596,AccntsPyblEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/AccountsPayableEOYAmt,USAmountType,BigInteger,Part II Line 17(b),Accounts Payable - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,165,AcctRcvblAllwncDbtflAcctAmt,/IRS990PF/Form990PFBalanceSheetsGrp/AcctRcvblAllwncDbtflAcctAmt,USAmountType,BigInteger,Part II Line 3,Allowance for Doubtful Accounts (for Accounts Receivable),2013,
IRS990PF,pf_part_ii,False,pf_part_ii,185,AcctRcvblAmt,/IRS990PF/Form990PFBalanceSheetsGrp/AcctRcvblAmt,USAmountType,BigInteger,Part II Line 3,Accounts Receivable,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,456,AcctRcvblBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/AcctRcvblBOYAmt,USAmountType,BigInteger,Part II Line 3(a),Accounts Receivable - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,313,AcctRcvblEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/AcctRcvblEOYAmt,USAmountType,BigInteger,Part II Line 3(b),Accounts Receivable - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,390,AcctRcvblEOYFMVAmt,/IRS990PF/Form990PFBalanceSheetsGrp/AcctRcvblEOYFMVAmt,USAmountType,BigInteger,Part II Line 3(c),Accounts Receivable - End of Year - Fair Market Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,356,AddtnlPdInCptlBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/AdditionalPaidInCapitalBOYAmt,USAmountType,BigInteger,Part II Line 28(a),Paid-in or Capital Surplus - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,126,AddtnlPdInCptlEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/AdditionalPaidInCapitalEOYAmt,USAmountType,BigInteger,Part II Line 28(b),Paid-in or Capital Surplus - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,105,CptlStckBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/CapitalStockBOYAmt,USAmountType,BigInteger,Part II Line 27(a),Capital Stock - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,520,CptlStckEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/CapitalStockEOYAmt,USAmountType,BigInteger,Part II Line 27(b),Capital Stock - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,588,CshBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/CashBOYAmt,USAmountType,BigInteger,Part II Line 1(a),Cash - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,314,CshEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/CashEOYAmt,USAmountType,BigInteger,Part II Line 1(b),Cash - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,109,CshEOYFMVAmt,/IRS990PF/Form990PFBalanceSheetsGrp/CashEOYFMVAmt,USAmountType,BigInteger,Part II Line 1(c),Cash - End of Year - Fair Market Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,579,CrprtBndsBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/CorporateBondsBOYAmt,USAmountType,BigInteger,Part II Line 10c(a),"Investments, Corporate Bonds - Beginning of Year - Book Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,199,CrprtBndsEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/CorporateBondsEOYAmt,,Text,Part II Line 10c(b),"Investments, Corporate Bonds - End of Year - Book Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,355,CrprtBndsEOYFMVAmt,/IRS990PF/Form990PFBalanceSheetsGrp/CorporateBondsEOYFMVAmt,USAmountType,BigInteger,Part II Line 10c(c),"Investments, Corporate Bonds - End of Year - Fair Market Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,733,CrprtStckBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/CorporateStockBOYAmt,USAmountType,BigInteger,Part II Line 10b(a),"Investments, Corporate Stock - Beginning of Year - Book Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,794,CrprtStckEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/CorporateStockEOYAmt,,Text,Part II Line 10b(b),"Investments, Corporate Stock - End of Year - Book Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,365,CrprtStckEOYFMVAmt,/IRS990PF/Form990PFBalanceSheetsGrp/CorporateStockEOYFMVAmt,USAmountType,BigInteger,Part II Line 10b(c),"Investments, Corporate Stock - End of Year - Fair Market Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,236,DfrrdRvnBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/DeferredRevenueBOYAmt,USAmountType,BigInteger,Part II Line 19(a),Deferred Revenue - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,674,DfrrdRvnEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/DeferredRevenueEOYAmt,USAmountType,BigInteger,Part II Line 19(b),Deferred Revenue - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,55,DnrRstrNtAssts_BOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/DonorRstrNetAssetsBOYAmt,USAmountType,BigInteger,Part II Line 25(a),Net assets with donor restrictions - BOY - Book Value,2019,
IRS990PF,pf_part_ii,False,pf_part_ii,330,DnrRstrNtAssts_EOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/DonorRstrNetAssetsEOYAmt,USAmountType,BigInteger,Part II Line 25(b),Net assets with donor restrictions - EOY - Book Value,2019,
IRS990PF,pf_part_ii,False,pf_part_ii,618,GrntsPyblBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/GrantsPayableBOYAmt,USAmountType,BigInteger,Part II Line 18(a),Grants Payable - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,3,GrntsPyblEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/GrantsPayableEOYAmt,USAmountType,BigInteger,Part II Line 18(b),Grants Payable - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,798,GrntsRcvblBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/GrantsReceivableBOYAmt,USAmountType,BigInteger,Part II Line 5(a),Grants Receivable - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,175,GrntsRcvblEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/GrantsReceivableEOYAmt,USAmountType,BigInteger,Part II Line 5(b),Grants Receivable - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,462,GrntsRcvblEOYFMVAmt,/IRS990PF/Form990PFBalanceSheetsGrp/GrantsReceivableEOYFMVAmt,USAmountType,BigInteger,Part II Line 5(c),Grants Receivable - End of Year - Fair Market Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,615,InvntrsBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/InventoriesBOYAmt,USAmountType,BigInteger,Part II Line 8(a),Inventories for Sale or Use - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,452,InvntrsEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/InventoriesEOYAmt,USAmountType,BigInteger,Part II Line 8(b),Inventories for Sale or Use - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,670,InvntrsEOYFMVAmt,/IRS990PF/Form990PFBalanceSheetsGrp/InventoriesEOYFMVAmt,USAmountType,BigInteger,Part II Line 8(c),Inventories for Sale or Use - End of Year - Fair Market Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,568,InvstLndAccmDprctnAmt,/IRS990PF/Form990PFBalanceSheetsGrp/InvstLandAccumDepreciationAmt,USAmountType,BigInteger,Part II Line 11,"Accumulated Depreciation (for Investments, Land, Etc.)",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,92,InvstLndCstOrOthrBssAmt,/IRS990PF/Form990PFBalanceSheetsGrp/InvstLandCostOrOtherBasisAmt,USAmountType,BigInteger,Part II Line 11,"Investments, Land, Etc. Basis",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,237,LndBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/LandBOYAmt,USAmountType,BigInteger,Part II Line 14(a),"Land, Buildings, and Equipment - Beginning of Year - Book Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,41,LndBldgEqpAccmDprcAmt,/IRS990PF/Form990PFBalanceSheetsGrp/LandBldgEquipAccumDeprecAmt,USAmountType,BigInteger,Part II Line 14,"Accumulated Depreciation (for Land, Buildings, and Equipment)",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,253,LndBldgEqpCstOrOthrBssAmt,/IRS990PF/Form990PFBalanceSheetsGrp/LandBldgEquipCostOrOtherBssAmt,USAmountType,BigInteger,Part II Line 14,"Land, Buildings, and Equipment - Basis",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,543,LndBldgInvstmntsBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/LandBldgInvestmentsBOYAmt,USAmountType,BigInteger,Part II Line 11(a),"Investments, Land, Etc. - Beginning of Year - Book Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,268,LndBldgInvstmntsEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/LandBldgInvestmentsEOYAmt,,Text,Part II Line 11(b),"Investments, Land, Etc. - End of Year - Book Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,228,LndBldgInvstmntsEOYFMVAmt,/IRS990PF/Form990PFBalanceSheetsGrp/LandBldgInvestmentsEOYFMVAmt,USAmountType,BigInteger,Part II Line 11(c),"Investments, Land, Etc. - End of Year - Fair Market Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,756,LndEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/LandEOYAmt,,Text,Part II Line 14(b),"Land, Buildings, and Equipment - End of Year - Book Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,723,LndEOYFMVAmt,/IRS990PF/Form990PFBalanceSheetsGrp/LandEOYFMVAmt,USAmountType,BigInteger,Part II Line 14(c),"Land, Buildings, and Equipment - End of Year - Fair Market Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,548,LnsFrmOffcrsBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/LoansFromOfficersBOYAmt,USAmountType,BigInteger,Part II Line 20(a),Loans from Officers - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,374,LnsFrmOffcrsEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/LoansFromOfficersEOYAmt,,Text,Part II Line 20(b),Loans from Officers - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,562,MrtggLnsBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/MortgageLoansBOYAmt,USAmountType,BigInteger,Part II Line 12(a),"Investments, Mortgage Loans - Beginning of Year - Book Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,700,MrtggLnsEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/MortgageLoansEOYAmt,USAmountType,BigInteger,Part II Line 12(b),"Investments, Mortgage Loans - End of Year - Book Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,741,MrtggLnsEOYFMVAmt,/IRS990PF/Form990PFBalanceSheetsGrp/MortgageLoansEOYFMVAmt,USAmountType,BigInteger,Part II Line 12(c),"Investments, Mortgage Loans - End of Year - Fair Market Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,704,MrtggsAndNtsPyblBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/MortgagesAndNotesPayableBOYAmt,USAmountType,BigInteger,Part II Line 21(a),Mortgages and Notes Payable - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,529,MrtggsAndNtsPyblEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/MortgagesAndNotesPayableEOYAmt,,Text,Part II Line 21(b),Mortgages and Notes Payable - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,339,UnrstrctdBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/NoDonorRstrNetAssestsBOYAmt,USAmountType,BigInteger,Part II Line 24(a),Unrestricted - Beginning of Year - Book Value,2019,
IRS990PF,pf_part_ii,False,pf_part_ii,365,UnrstrctdEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/NoDonorRstrNetAssestsEOYAmt,USAmountType,BigInteger,Part II Line 24(b),Unrestricted - End of Year - Book Value,2019,
IRS990PF,pf_part_ii,False,pf_part_ii,797,OrgDsNtFllwSFAS117Ind,/IRS990PF/Form990PFBalanceSheetsGrp/OrgDoesNotFollowFASB117Ind,CheckboxType,String(length=1),,Organizations That Do Not Follow SFAS 117,2019,
IRS990PF,pf_part_ii,False,pf_part_ii,55,OrgDsNtFllwSFAS117Ind,/IRS990PF/Form990PFBalanceSheetsGrp/OrgDoesNotFollowSFAS117Ind,CheckboxType,String(length=1),,Organizations That Do Not Follow SFAS 117,2013,2018
IRS990PF,pf_part_ii,False,pf_part_ii,188,OrgnztnFllwsSFAS117Ind,/IRS990PF/Form990PFBalanceSheetsGrp/OrganizationFollowsFASB117Ind,CheckboxType,String(length=1),,Organizations That Follow SFAS 117,2019,
IRS990PF,pf_part_ii,False,pf_part_ii,250,OrgnztnFllwsSFAS117Ind,/IRS990PF/Form990PFBalanceSheetsGrp/OrganizationFollowsSFAS117Ind,CheckboxType,String(length=1),,Organizations That Follow SFAS 117,2013,2018
IRS990PF,pf_part_ii,False,pf_part_ii,763,OthrAsstsBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/OtherAssetsBOYAmt,,Text,Part II Line 15(a),Other Assets - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,36,OthrAsstsEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/OtherAssetsEOYAmt,,Text,Part II Line 15(b),Other Assets - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,791,OthrAsstsEOYFMVAmt,/IRS990PF/Form990PFBalanceSheetsGrp/OtherAssetsEOYFMVAmt,,Text,Part II Line 15(c),Other Assets - End of Year - Fair Market Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,282,OthrInvstmntsBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/OtherInvestmentsBOYAmt,USAmountType,BigInteger,Part II Line 13(a),"Investments, Other - Beginning of Year - Book Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,773,OthrInvstmntsEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/OtherInvestmentsEOYAmt,,Text,Part II Line 13(b),"Investments, Other - End of Year - Book Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,76,OthrInvstmntsEOYFMVAmt,/IRS990PF/Form990PFBalanceSheetsGrp/OtherInvestmentsEOYFMVAmt,USAmountType,BigInteger,Part II Line 13(c),"Investments, Other - End of Year - Fair Market Value",2013,
IRS990PF,pf_part_ii,False,pf_part_ii,108,OthrLbltsBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/OtherLiabilitiesBOYAmt,,Text,Part II Line 22(a),Other Liabilities - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,587,OthrLbltsEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/OtherLiabilitiesEOYAmt,,Text,Part II Line 22(b),Other Liabilities - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,461,OthrNtsAndLnsRcvblAmt,/IRS990PF/Form990PFBalanceSheetsGrp/OtherNtsAndLoansRcvblAmt,USAmountType,BigInteger,Part II Line 7,Other Notes and Loans Receivable,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,714,OthrNtsAndLnsRcvblBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/OtherNtsAndLoansRcvblBOYAmt,USAmountType,BigInteger,Part II Line 7(a),Other Notes and Loans Receivable - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,530,OthrNtsAndLnsRcvblEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/OtherNtsAndLoansRcvblEOYAmt,,Text,Part II Line 7(b),Other Notes and Loans Receivable - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,681,OthrNtsAndLnsRcvblEOYFMVAmt,/IRS990PF/Form990PFBalanceSheetsGrp/OtherNtsAndLoansRcvblEOYFMVAmt,USAmountType,BigInteger,Part II Line 7(c),Other Notes and Loans Receivable - End of Year - Fair Market Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,554,OthrRcvblAllwncDbtflAcctAmt,/IRS990PF/Form990PFBalanceSheetsGrp/OtherRcvblAllwncDbtflAcctAmt,USAmountType,BigInteger,Part II Line 7,Allowance for Doubtful Accounts (for Other Notes and Loans Receivable),2013,
IRS990PF,pf_part_ii,False,pf_part_ii,732,PrmnntlyRstrctdBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/PermanentlyRestrictedBOYAmt,USAmountType,BigInteger,Part II Line 26(a),Permanently Restricted - Beginning of Year - Book Value,2013,2018
IRS990PF,pf_part_ii,False,pf_part_ii,66,PrmnntlyRstrctdEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/PermanentlyRestrictedEOYAmt,USAmountType,BigInteger,Part II Line 26(b),Permanently Restricted - End of Year - Book Value,2013,2018
IRS990PF,pf_part_ii,False,pf_part_ii,481,PldgsRcvblAllwncDbtflAcctAmt,/IRS990PF/Form990PFBalanceSheetsGrp/PledgesRcvblAllwncDbtflAcctAmt,USAmountType,BigInteger,Part II Line 4,Allowance for Doubtful Accounts (for Pledges Receivable),2013,
IRS990PF,pf_part_ii,False,pf_part_ii,440,PldgsRcvblAmt,/IRS990PF/Form990PFBalanceSheetsGrp/PledgesRcvblAmt,USAmountType,BigInteger,Part II Line 4,Pledges Receivable,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,75,PldgsRcvblBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/PledgesRcvblBOYAmt,USAmountType,BigInteger,Part II Line 4(a),Pledges Receivable - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,372,PldgsRcvblEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/PledgesRcvblEOYAmt,USAmountType,BigInteger,Part II Line 4(b),Pledges Receivable - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,87,PldgsRcvblEOYFMVAmt,/IRS990PF/Form990PFBalanceSheetsGrp/PledgesRcvblEOYFMVAmt,USAmountType,BigInteger,Part II Line 4(c),Pledges Receivable - End of Year - Fair Market Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,6,PrpdExpnssBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/PrepaidExpensesBOYAmt,USAmountType,BigInteger,Part II Line 9(a),Prepaid Expenses - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,492,PrpdExpnssEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/PrepaidExpensesEOYAmt,USAmountType,BigInteger,Part II Line 9(b),Prepaid Expenses - End of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,244,PrpdExpnssEOYFMVAmt,/IRS990PF/Form990PFBalanceSheetsGrp/PrepaidExpensesEOYFMVAmt,USAmountType,BigInteger,Part II Line 9(c),Prepaid Expenses - End of Year - Fair Market Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,544,RcvblFrmOffcrsBOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/RcvblFromOfficersBOYAmt,USAmountType,BigInteger,Part II Line 6(a),Receivables from Officers - Beginning of Year - Book Value,2013,
IRS990PF,pf_part_ii,False,pf_part_ii,421,RcvblFrmOffcrsEOYAmt,/IRS990PF/Form990PFBalanceSheetsGrp/RcvblFromOfficersEOYAmt,,Text,Part II Line 6(b),Receivables from Officers - End of Year - Book Value,2013,
