xpath,version_start,version_end,line_number
/IRS990/TotLiabNetAssetsFundBalanceGrp/BOYAmt,2013,,[TotLiabNetAssetsFundBalanceGrp] Part X Line 34; [BOYAmt] Part X Column (A)
/IRS990/TotLiabNetAssetsFundBalanceGrp/EOYAmt,2013,,[TotLiabNetAssetsFundBalanceGrp] Part X Line 34; [EOYAmt] Part X Column (B)
/IRS990/TotReportableCompRltdOrgAmt,2013,,[TotReportableCompRltdOrgAmt] Part VII Section A Line 1d E
/IRS990/TotalAssets/BOY,2009,2012,[TotalAssets] Part X Line 16; [BOY] Part X Column (A)
/IRS990/TotalAssets/EOY,2009,2012,[TotalAssets] Part X Line 16; [EOY] Part X Column (B)
/IRS990/TotalAssetsBOYAmt,2013,,[TotalAssetsBOYAmt] Part I Line 20
/IRS990/TotalAssetsBOY,2009,2012,[TotalAssetsBOY] Part I Line 20
/IRS990/TotalAssetsEOYAmt,2013,,[TotalAssetsEOYAmt] Part I Line 20
/IRS990/TotalAssetsEOY,2009,2012,[TotalAssetsEOY] Part I Line 20
/IRS990/TotalAssetsGrp/BOYAmt,2013,,[TotalAssetsGrp] Part X Line 16; [BOYAmt] Part X Column (A)
/IRS990/TotalAssetsGrp/EOYAmt,2013,,[TotalAssetsGrp] Part X Line 16; [EOYAmt] Part X Column (B)
/IRS990/TotalCompGT150K,2009,2012,[TotalCompGT150K] Part VII Section A Line 4
/IRS990/TotalCompGreaterThan150KInd,2013,,[TotalCompGreaterThan150KInd] Part VII Section A Line 4
/IRS990/TotalContributionsAmt,2013,,[TotalContributionsAmt] Part VIII Line 1h Column (A)
/IRS990/TotalContributions,2009,2012,[TotalContributions] Part VIII Line 1h Column (A)
/IRS990/TotalEmployeeCnt,2013,,[TotalEmployeeCnt] Part I Line 5
/IRS990/TotalExpensesCurrentYear,2009,2012,[TotalExpensesCurrentYear] Part I Line 18
/IRS990/TotalExpensesPriorYear,2009,2012,[TotalExpensesPriorYear] Part I Line 18
/IRS990/TotalFunctionalExpenses/Fundraising,2009,2012,[TotalFunctionalExpenses] Part IX Line 25; [Fundraising] col (D)
/IRS990/TotalFunctionalExpenses/ManagementAndGeneral,2009,2012,[TotalFunctionalExpenses] Part IX Line 25; [ManagementAndGeneral] col (C)
/IRS990/TotalFunctionalExpenses/ProgramServices,2009,2012,[TotalFunctionalExpenses] Part IX Line 25; [ProgramServices] col (B)
/IRS990/TotalFunctionalExpenses/Total,2009,2012,[TotalFunctionalExpenses] Part IX Line 25; [Total] col (A)
/IRS990/TotalFunctionalExpensesGrp/FundraisingAmt,2013,,[TotalFunctionalExpensesGrp] Part IX Line 25; [FundraisingAmt] col (D)
/IRS990/TotalFunctionalExpensesGrp/ManagementAndGeneralAmt,2013,,[TotalFunctionalExpensesGrp] Part IX Line 25; [ManagementAndGeneralAmt] col (C)
/IRS990/TotalFunctionalExpensesGrp/ProgramServicesAmt,2013,,[TotalFunctionalExpensesGrp] Part IX Line 25; [ProgramServicesAmt] col (B)
/IRS990/TotalFunctionalExpensesGrp/TotalAmt,2013,,[TotalFunctionalExpensesGrp] Part IX Line 25; [TotalAmt] col (A)
/IRS990/TotalFundrsngExpCurrentYear,2009,2012,[TotalFundrsngExpCurrentYear] Part I Line 16b
/IRS990/TotalGrossUBIAmt,2013,,[TotalGrossUBIAmt] Part I Line 7a
/IRS990/TotalGrossUBI,2009,2012,[TotalGrossUBI] Part I Line 7a
/IRS990/TotalJointCosts/Fundraising,2009,2012,[TotalJointCosts] Part IX Line 26; [Fundraising] col (D)
/IRS990/TotalJointCosts/ManagementAndGeneral,2009,2012,[TotalJointCosts] Part IX Line 26; [ManagementAndGeneral] col (C)
/IRS990/TotalJointCosts/ProgramServices,2009,2012,[TotalJointCosts] Part IX Line 26; [ProgramServices] col (B)
/IRS990/TotalJointCosts/Total,2009,2012,[TotalJointCosts] Part IX Line 26; [Total] col (A)
/IRS990/TotalJointCostsGrp/FundraisingAmt,2013,,[TotalJointCostsGrp] Part IX Line 26; [FundraisingAmt] col (D)
/IRS990/TotalJointCostsGrp/ManagementAndGeneralAmt,2013,,[TotalJointCostsGrp] Part IX Line 26; [ManagementAndGeneralAmt] col (C)
/IRS990/TotalJointCostsGrp/ProgramServicesAmt,2013,,[TotalJointCostsGrp] Part IX Line 26; [ProgramServicesAmt] col (B)
/IRS990/TotalJointCostsGrp/TotalAmt,2013,,[TotalJointCostsGrp] Part IX Line 26; [TotalAmt] col (A)
/IRS990/TotalLiabNetAssetsFundBalances/BOY,2009,2012,[TotalLiabNetAssetsFundBalances] Part X Line 34; [BOY] Part X Column (A)
/IRS990/TotalLiabNetAssetsFundBalances/EOY,2009,2012,[TotalLiabNetAssetsFundBalances] Part X Line 34; [EOY] Part X Column (B)
/IRS990/TotalLiabilities/BOY,2009,2012,[TotalLiabilities] Part X Line 26; [BOY] Part X Column (A)
/IRS990/TotalLiabilities/EOY,2009,2012,[TotalLiabilities] Part X Line 26; [EOY] Part X Column (B)
/IRS990/TotalLiabilitiesBOYAmt,2013,,[TotalLiabilitiesBOYAmt] Part I Line 21
/IRS990/TotalLiabilitiesBOY,2009,2012,[TotalLiabilitiesBOY] Part I Line 21
/IRS990/TotalLiabilitiesEOYAmt,2013,,[TotalLiabilitiesEOYAmt] Part I Line 21
/IRS990/TotalLiabilitiesEOY,2009,2012,[TotalLiabilitiesEOY] Part I Line 21
/IRS990/TotalLiabilitiesGrp/BOYAmt,2013,,[TotalLiabilitiesGrp] Part X Line 26; [BOYAmt] Part X Column (A)
/IRS990/TotalLiabilitiesGrp/EOYAmt,2013,,[TotalLiabilitiesGrp] Part X Line 26; [EOYAmt] Part X Column (B)
/IRS990/TotalNbrEmployees,2009,2012,[TotalNbrEmployees] Part I Line 5
/IRS990/TotalNbrVolunteers,2009,2012,[TotalNbrVolunteers] Part I Line 6
/IRS990/TotalNetAssetsFundBalanceGrp/BOYAmt,2013,,[TotalNetAssetsFundBalanceGrp] Part X Line 33; [BOYAmt] Part X Column (A)
/IRS990/TotalNetAssetsFundBalanceGrp/EOYAmt,2013,,[TotalNetAssetsFundBalanceGrp] Part X Line 33; [EOYAmt] Part X Column (B)
/IRS990/TotalNetAssetsFundBalances/BOY,2009,2012,[TotalNetAssetsFundBalances] Part X Line 33; [BOY] Part X Column (A)
/IRS990/TotalNetAssetsFundBalances/EOY,2009,2012,[TotalNetAssetsFundBalances] Part X Line 33; [EOY] Part X Column (B)
/IRS990/TotalOfOtherProgramServiceExp,2009,2012,[TotalOfOtherProgramServiceExp] Part III Line 4d
/IRS990/TotalOfOtherProgramServiceGrnt,2009,2012,[TotalOfOtherProgramServiceGrnt] Part III Line 4d
/IRS990/TotalOfOtherProgramServiceRev,2009,2012,[TotalOfOtherProgramServiceRev] Part III Line 4d
/IRS990/TotalOthProgramServiceRevGrp/ExclusionAmt,2013,,[TotalOthProgramServiceRevGrp] Part VIII Line 2f; [ExclusionAmt] Part VIII Column (D)
/IRS990/TotalOthProgramServiceRevGrp/RelatedOrExemptFuncIncomeAmt,2013,,[TotalOthProgramServiceRevGrp] Part VIII Line 2f; [RelatedOrExemptFuncIncomeAmt] Part VIII Column (B)
/IRS990/TotalOthProgramServiceRevGrp/TotalRevenueColumnAmt,2013,,[TotalOthProgramServiceRevGrp] Part VIII Line 2f; [TotalRevenueColumnAmt] Part VIII Column (A)
/IRS990/TotalOthProgramServiceRevGrp/UnrelatedBusinessRevenueAmt,2013,,[TotalOthProgramServiceRevGrp] Part VIII Line 2f; [UnrelatedBusinessRevenueAmt] Part VIII Column (C)
/IRS990/TotalOthProgramServiceRevenue/ExclusionAmount,2009,2012,[TotalOthProgramServiceRevenue] Part VIII Line 2f; [ExclusionAmount] Part VIII Column (D)
/IRS990/TotalOthProgramServiceRevenue/RelatedOrExemptFunctionIncome,2009,2012,[TotalOthProgramServiceRevenue] Part VIII Line 2f; [RelatedOrExemptFunctionIncome] Part VIII Column (B)
/IRS990/TotalOthProgramServiceRevenue/TotalRevenueColumn,2009,2012,[TotalOthProgramServiceRevenue] Part VIII Line 2f; [TotalRevenueColumn] Part VIII Column (A)
/IRS990/TotalOthProgramServiceRevenue/UnrelatedBusinessRevenue,2009,2012,[TotalOthProgramServiceRevenue] Part VIII Line 2f; [UnrelatedBusinessRevenue] Part VIII Column (C)
/IRS990/TotalOtherCompensationAmt,2013,,[TotalOtherCompensationAmt] Part VII Section A Line 1d F
/IRS990/TotalOtherCompensation,2009,2009,[TotalOtherCompensation] Part VII Section A Line 1b F
/IRS990/TotalOtherCompensation,2010,2012,[TotalOtherCompensation] Part VII Section A Line 1d F
/IRS990/TotalOtherProgSrvcExpenseAmt,2013,,[TotalOtherProgSrvcExpenseAmt] Part III Line 4d
/IRS990/TotalOtherProgSrvcGrantAmt,2013,,[TotalOtherProgSrvcGrantAmt] Part III Line 4d
/IRS990/TotalOtherProgSrvcRevenueAmt,2013,,[TotalOtherProgSrvcRevenueAmt] Part III Line 4d
/IRS990/TotalOtherRevenue,2009,2012,[TotalOtherRevenue] Part VIII Line 11e
/IRS990/TotalProfFundrsngExpCY,2009,2012,[TotalProfFundrsngExpCY] Part I Line 16a
/IRS990/TotalProfFundrsngExpPriorYear,2009,2012,[TotalProfFundrsngExpPriorYear] Part I Line 16a
/IRS990/TotalProgramServiceExpense,2009,2012,[TotalProgramServiceExpense] Part III Line 4e
/IRS990/TotalProgramServiceExpensesAmt,2013,,[TotalProgramServiceExpensesAmt] Part III Line 4e
/IRS990/TotalProgramServiceRevenueAmt,2013,,[TotalProgramServiceRevenueAmt] Part VIII Line 2g
/IRS990/TotalProgramServiceRevenue,2009,2012,[TotalProgramServiceRevenue] Part VIII Line 2g
/IRS990/TotalReportableCompFrmRltdOrgs,2009,2009,[TotalReportableCompFrmRltdOrgs] Part VII Section A Line 1b E
/IRS990/TotalReportableCompFrmRltdOrgs,2010,2012,[TotalReportableCompFrmRltdOrgs] Part VII Section A Line 1d E
/IRS990/TotalReportableCompFromOrgAmt,2013,,[TotalReportableCompFromOrgAmt] Part VII Section A Line 1d D
/IRS990/TotalReportableCompFromOrg,2009,2009,[TotalReportableCompFromOrg] Part VII Section A Line 1b D
/IRS990/TotalReportableCompFromOrg,2010,2012,[TotalReportableCompFromOrg] Part VII Section A Line 1d D
/IRS990/TotalRevenue/ExclusionAmount,2009,2012,[TotalRevenue] Part VIII Line 12; [ExclusionAmount] Part VIII Column (D)
/IRS990/TotalRevenue/RelatedOrExemptFunctionIncome,2009,2012,[TotalRevenue] Part VIII Line 12; [RelatedOrExemptFunctionIncome] Part VIII Column (B)
/IRS990/TotalRevenue/TotalRevenueColumn,2009,2012,[TotalRevenue] Part VIII Line 12; [TotalRevenueColumn] Part VIII Column (A)
/IRS990/TotalRevenue/UnrelatedBusinessRevenue,2009,2012,[TotalRevenue] Part VIII Line 12; [UnrelatedBusinessRevenue] Part VIII Column (C)
/IRS990/TotalRevenueCurrentYear,2009,2012,[TotalRevenueCurrentYear] Part I Line 12
/IRS990/TotalRevenueGrp/ExclusionAmt,2013,,[TotalRevenueGrp] Part VIII Line 12; [ExclusionAmt] Part VIII Column (D)
/IRS990/TotalRevenueGrp/RelatedOrExemptFuncIncomeAmt,2013,,[TotalRevenueGrp] Part VIII Line 12; [RelatedOrExemptFuncIncomeAmt] Part VIII Column (B)
/IRS990/TotalRevenueGrp/TotalRevenueColumnAmt,2013,,[TotalRevenueGrp] Part VIII Line 12; [TotalRevenueColumnAmt] Part VIII Column (A)
/IRS990/TotalRevenueGrp/UnrelatedBusinessRevenueAmt,2013,,[TotalRevenueGrp] Part VIII Line 12; [UnrelatedBusinessRevenueAmt] Part VIII Column (C)
/IRS990/TotalRevenuePriorYear,2009,2012,[TotalRevenuePriorYear] Part I Line 12
/IRS990/TotalVolunteersCnt,2013,,[TotalVolunteersCnt] Part I Line 6
/IRS990/TransactionRelatedEntity,2010,2010,[TransactionRelatedEntity] Part IV Line 35A
/IRS990/TransactionRelatedEntity,2011,2012,[TransactionRelatedEntity] Part IV Line 35b
/IRS990/TransactionWithControlEntInd,2013,,[TransactionWithControlEntInd] Part IV Line 35b
/IRS990/TransfersToExemptNonChrtblOrg,2009,2012,[TransfersToExemptNonChrtblOrg] Part IV Line 36
/IRS990/Travel/Fundraising,2009,2012,[Travel] Part IX Line 17; [Fundraising] col (D)
/IRS990/Travel/ManagementAndGeneral,2009,2012,[Travel] Part IX Line 17; [ManagementAndGeneral] col (C)
/IRS990/Travel/ProgramServices,2009,2012,[Travel] Part IX Line 17; [ProgramServices] col (B)
/IRS990/Travel/Total,2009,2012,[Travel] Part IX Line 17; [Total] col (A)
/IRS990/TravelEntrtnmntPublicOfficials/Fundraising,2009,2012,[TravelEntrtnmntPublicOfficials] Part IX Line 18; [Fundraising] col (D)
/IRS990/TravelEntrtnmntPublicOfficials/ManagementAndGeneral,2009,2012,[TravelEntrtnmntPublicOfficials] Part IX Line 18; [ManagementAndGeneral] col (C)
/IRS990/TravelEntrtnmntPublicOfficials/ProgramServices,2009,2012,[TravelEntrtnmntPublicOfficials] Part IX Line 18; [ProgramServices] col (B)
/IRS990/TravelEntrtnmntPublicOfficials/Total,2009,2012,[TravelEntrtnmntPublicOfficials] Part IX Line 18; [Total] col (A)
/IRS990/TravelGrp/FundraisingAmt,2013,,[TravelGrp] Part IX Line 17; [FundraisingAmt] col (D)
/IRS990/TravelGrp/ManagementAndGeneralAmt,2013,,[TravelGrp] Part IX Line 17; [ManagementAndGeneralAmt] col (C)
/IRS990/TravelGrp/ProgramServicesAmt,2013,,[TravelGrp] Part IX Line 17; [ProgramServicesAmt] col (B)
/IRS990/TravelGrp/TotalAmt,2013,,[TravelGrp] Part IX Line 17; [TotalAmt] col (A)
/IRS990/TrnsfrExmptNonChrtblRltdOrgInd,2013,,[TrnsfrExmptNonChrtblRltdOrgInd] Part IV Line 36
/IRS990/TypeOfOrgOtherDescription,2009,2012,[TypeOfOrgOtherDescription] K
/IRS990/TypeOfOrganizationAssocInd,2013,,[TypeOfOrganizationAssocInd] K
/IRS990/TypeOfOrganizationAssociation,2009,2012,[TypeOfOrganizationAssociation] K
/IRS990/TypeOfOrganizationCorpInd,2013,,[TypeOfOrganizationCorpInd] K
/IRS990/TypeOfOrganizationCorporation,2009,2012,[TypeOfOrganizationCorporation] K
/IRS990/TypeOfOrganizationOtherInd,2013,,[TypeOfOrganizationOtherInd] K
/IRS990/TypeOfOrganizationOther,2009,2012,[TypeOfOrganizationOther] K
/IRS990/TypeOfOrganizationTrustInd,2013,,[TypeOfOrganizationTrustInd] K
/IRS990/TypeOfOrganizationTrust,2009,2012,[TypeOfOrganizationTrust] K
/IRS990/USAddress/AddressLine1Txt,2014,,[USAddress] F
/IRS990/USAddress/AddressLine1,2013,2013,[USAddress] F
/IRS990/USAddress/AddressLine2Txt,2014,,[USAddress] F
/IRS990/USAddress/AddressLine2,2013,2013,[USAddress] F
/IRS990/USAddress/CityNm,2014,,[USAddress] F
/IRS990/USAddress/City,2013,2013,[USAddress] F
/IRS990/USAddress/StateAbbreviationCd,2014,,[USAddress] F
/IRS990/USAddress/State,2013,2013,[USAddress] F
/IRS990/USAddress/ZIPCd,2014,,[USAddress] F
/IRS990/USAddress/ZIPCode,2013,2013,[USAddress] F
/IRS990/UnrelatedBusIncmOverLimitInd,2013,,[UnrelatedBusIncmOverLimitInd] Part V Line 3a
/IRS990/UnrelatedBusinessIncome,2009,2012,[UnrelatedBusinessIncome] Part V Line 3a
/IRS990/UnrestrictedNetAssets/BOY,2009,2012,[UnrestrictedNetAssets] Part X Line 27; [BOY] Part X Column (A)
/IRS990/UnrestrictedNetAssets/EOY,2009,2012,[UnrestrictedNetAssets] Part X Line 27; [EOY] Part X Column (B)
/IRS990/UnrestrictedNetAssetsGrp/BOYAmt,2013,,[UnrestrictedNetAssetsGrp] Part X Line 27; [BOYAmt] Part X Column (A)
/IRS990/UnrestrictedNetAssetsGrp/EOYAmt,2013,,[UnrestrictedNetAssetsGrp] Part X Line 27; [EOYAmt] Part X Column (B)
/IRS990/UnsecuredNotesLoansPayable/BOY,2009,2012,[UnsecuredNotesLoansPayable] Part X Line 24; [BOY] Part X Column (A)
/IRS990/UnsecuredNotesLoansPayable/EOY,2009,2012,[UnsecuredNotesLoansPayable] Part X Line 24; [EOY] Part X Column (B)
/IRS990/UnsecuredNotesLoansPayableGrp/BOYAmt,2013,,[UnsecuredNotesLoansPayableGrp] Part X Line 24; [BOYAmt] Part X Column (A)
/IRS990/UnsecuredNotesLoansPayableGrp/EOYAmt,2013,,[UnsecuredNotesLoansPayableGrp] Part X Line 24; [EOYAmt] Part X Column (B)
/IRS990/UponRequestInd,2013,,[UponRequestInd] Part VI Section C Line 18
/IRS990/UponRequest,2009,2012,[UponRequest] Part VI Section C Line 18
/IRS990/VotingMembersGoverningBodyCnt,2013,,[VotingMembersGoverningBodyCnt] Part I Line 3
/IRS990/VotingMembersIndependentCnt,2013,,[VotingMembersIndependentCnt] Part I Line 4
/IRS990/WebSite,2009,2012,[WebSite] J
/IRS990/WebsiteAddressTxt,2013,,[WebsiteAddressTxt] J
/IRS990/WhistleblowerPolicyInd,2013,,[WhistleblowerPolicyInd] Part VI Section B Line 13
/IRS990/WhistleblowerPolicy,2009,2012,[WhistleblowerPolicy] Part VI Section B Line 13
/IRS990/WrittenPolicyOrProcedureInd,2013,,[WrittenPolicyOrProcedureInd] Part VI Section B Line 16b
/IRS990/WrittenPolicyOrProcedure,2009,2012,[WrittenPolicyOrProcedure] Part VI Section B Line 16b
/IRS990/YearFormation,2009,2012,[YearFormation] L
/IRS990EZ/ActivitiesNotPreviouslyRptInd,2013,,[ActivitiesNotPreviouslyRptInd] Part V Line 33
/IRS990EZ/ActivitiesNotPreviouslyRpt,2009,2012,[ActivitiesNotPreviouslyRpt] Part V Line 33
/IRS990EZ/AddressChangeInd,2013,,[AddressChangeInd] B
/IRS990EZ/AddressChange,2009,2012,[AddressChange] B
/IRS990EZ/AmendedReturnInd,2013,,[AmendedReturnInd] B
/IRS990EZ/AmendedReturn,2009,2012,[AmendedReturn] B
/IRS990EZ/AmountOfTaxImposedOnOrgMgr,2009,2012,[AmountOfTaxImposedOnOrgMgr] Part V Line 40c
/IRS990EZ/AmountOfTaxReimbursedByOrg,2009,2012,[AmountOfTaxReimbursedByOrg] Part V Line 40d
/IRS990EZ/BenefitsPaidToOrForMembersAmt,2013,,[BenefitsPaidToOrForMembersAmt] Part I Line 11
/IRS990EZ/BenefitsPaidToOrForMembers,2009,2012,[BenefitsPaidToOrForMembers] Part I Line 11
/IRS990EZ/BooksInCareOfDetail/BusinessName/BusinessNameLine1Txt,2014,,[BusinessName] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/BusinessName/BusinessNameLine1,2013,2013,[BusinessName] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/BusinessName/BusinessNameLine2Txt,2014,,[BusinessName] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/BusinessName/BusinessNameLine2,2013,2013,[BusinessName] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/ForeignAddress/AddressLine1Txt,2014,,[ForeignAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/ForeignAddress/AddressLine1,2013,2013,[ForeignAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/ForeignAddress/AddressLine2Txt,2014,,[ForeignAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/ForeignAddress/AddressLine2,2013,2013,[ForeignAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/ForeignAddress/CityNm,2014,,[ForeignAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/ForeignAddress/City,2013,2013,[ForeignAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/ForeignAddress/CountryCd,2014,,[ForeignAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/ForeignAddress/Country,2013,2013,[ForeignAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/ForeignAddress/ForeignPostalCd,2014,,[ForeignAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/ForeignAddress/PostalCode,2013,2013,[ForeignAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/ForeignAddress/ProvinceOrStateNm,2014,,[ForeignAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/ForeignAddress/ProvinceOrState,2013,2013,[ForeignAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/PersonNm,2013,,[PersonNm] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/PhoneNum,2013,,[PhoneNum] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/USAddress/AddressLine1Txt,2014,,[USAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/USAddress/AddressLine1,2013,2013,[USAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/USAddress/AddressLine2Txt,2014,,[USAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/USAddress/AddressLine2,2013,2013,[USAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/USAddress/CityNm,2014,,[USAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/USAddress/City,2013,2013,[USAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/USAddress/StateAbbreviationCd,2014,,[USAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/USAddress/State,2013,2013,[USAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/USAddress/ZIPCd,2014,,[USAddress] Part V Line 42a
/IRS990EZ/BooksInCareOfDetail/USAddress/ZIPCode,2013,2013,[USAddress] Part V Line 42a
/IRS990EZ/CashSavingsAndInvestments/BOY,2009,2012,[CashSavingsAndInvestments] Part II Line 22; [BOY] Part II - Column (A)
/IRS990EZ/CashSavingsAndInvestments/EOY,2009,2012,[CashSavingsAndInvestments] Part II Line 22; [EOY] Part II - Column (B)
/IRS990EZ/CashSavingsAndInvestmentsGrp/BOYAmt,2013,,[CashSavingsAndInvestmentsGrp] Part II Line 22; [BOYAmt] Part II - Column (A)
/IRS990EZ/CashSavingsAndInvestmentsGrp/EOYAmt,2013,,[CashSavingsAndInvestmentsGrp] Part II Line 22; [EOYAmt] Part II - Column (B)
/IRS990EZ/ChgMadeToOrgnzngDocNotRptInd,2013,,[ChgMadeToOrgnzngDocNotRptInd] Part V Line 34
/IRS990EZ/CntrctRcvdGreaterThan100KCnt,2013,,[CntrctRcvdGreaterThan100KCnt] Part VI Line 51d
/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressForeign/AddressLine1,2009,2012,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressForeign] Part VI Line 51 Column (a)
/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressForeign/AddressLine2,2009,2012,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressForeign] Part VI Line 51 Column (a)
/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressForeign/City,2009,2012,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressForeign] Part VI Line 51 Column (a)
/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressForeign/Country,2009,2012,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressForeign] Part VI Line 51 Column (a)
/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressForeign/PostalCode,2009,2012,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressForeign] Part VI Line 51 Column (a)
/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressForeign/ProvinceOrState,2009,2012,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressForeign] Part VI Line 51 Column (a)
/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressUS/AddressLine1,2009,2012,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressUS] Part VI Line 51 Column (a)
/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressUS/AddressLine2,2009,2012,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressUS] Part VI Line 51 Column (a)
/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressUS/City,2009,2012,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressUS] Part VI Line 51 Column (a)
/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressUS/State,2009,2012,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressUS] Part VI Line 51 Column (a)
/IRS990EZ/CompOfHghstPaidCntrctProfSer/AddressUS/ZIPCode,2009,2012,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [AddressUS] Part VI Line 51 Column (a)
/IRS990EZ/CompOfHghstPaidCntrctProfSer/Compensation,2009,2012,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [Compensation] Part VI Line 51 Column (c)
/IRS990EZ/CompOfHghstPaidCntrctProfSer/NameBusiness,2009,2012,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [NameBusiness] Part VI Line 51 Column (a)
/IRS990EZ/CompOfHghstPaidCntrctProfSer/NamePerson,2009,2012,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [NamePerson] Part VI Line 51 Column (a)
/IRS990EZ/CompOfHghstPaidCntrctProfSer/TypeOfService,2009,2012,[CompOfHghstPaidCntrctProfSer] Part VI Line 51; [TypeOfService] Part VI Line 51 Column (b)
/IRS990EZ/CompensationHighestPaidEmplGrp/AverageHoursPerWeekRt,2013,,[CompensationHighestPaidEmplGrp] Part VI Line 50; [AverageHoursPerWeekRt] Part VI Line 50 Column (b)
/IRS990EZ/CompensationHighestPaidEmplGrp/CompensationAmt,2013,,[CompensationHighestPaidEmplGrp] Part VI Line 50; [CompensationAmt] Part VI Line 50 Column (c)
/IRS990EZ/CompensationHighestPaidEmplGrp/EmployeeBenefitsAmt,2013,,[CompensationHighestPaidEmplGrp] Part VI Line 50; [EmployeeBenefitsAmt] Part VI Line 50 Column (d)
/IRS990EZ/CompensationHighestPaidEmplGrp/ExpenseAccountAmt,2013,,[CompensationHighestPaidEmplGrp] Part VI Line 50; [ExpenseAccountAmt] Part VI Line 50 Column (e)
/IRS990EZ/CompensationHighestPaidEmplGrp/PersonNm,2013,,[CompensationHighestPaidEmplGrp] Part VI Line 50; [PersonNm] Part VI Line 50 Column (a)
/IRS990EZ/CompensationHighestPaidEmplGrp/TitleTxt,2013,,[CompensationHighestPaidEmplGrp] Part VI Line 50; [TitleTxt] Part VI Line 50 Column (a)
/IRS990EZ/CompensationOfHghstPdCntrctGrp/BusinessName,2013,,[CompensationOfHghstPdCntrctGrp] Part VI Line 51; [BusinessName] Part VI Line 51 Column (a)
/IRS990EZ/CompensationOfHghstPdCntrctGrp/CompensationAmt,2013,,[CompensationOfHghstPdCntrctGrp] Part VI Line 51; [CompensationAmt] Part VI Line 51 Column (c)
/IRS990EZ/CompensationOfHghstPdCntrctGrp/ForeignAddress/AddressLine1Txt,2014,,[CompensationOfHghstPdCntrctGrp] Part VI Line 51; [ForeignAddress] Part VI Line 51 Column (a)
/IRS990EZ/CompensationOfHghstPdCntrctGrp/ForeignAddress/AddressLine1,2013,2013,[CompensationOfHghstPdCntrctGrp] Part VI Line 51; [ForeignAddress] Part VI Line 51 Column (a)
/IRS990EZ/CompensationOfHghstPdCntrctGrp/ForeignAddress/AddressLine2Txt,2014,,[CompensationOfHghstPdCntrctGrp] Part VI Line 51; [ForeignAddress] Part VI Line 51 Column (a)
/IRS990EZ/CompensationOfHghstPdCntrctGrp/ForeignAddress/AddressLine2,2013,2013,[CompensationOfHghstPdCntrctGrp] Part VI Line 51; [ForeignAddress] Part VI Line 51 Column (a)
